"DATA DE RESULTADO DA COMPRA";"DATA DE ABERTURA";"ORGÃO SUPERIOR LICITANTE";"ÓRGÃO / ENTIDADE VINCULADA LICITANTE";"UNIDADE GESTORA";"SITUAÇÃO";"MODALIDADE DA LICITAÇÃO";"INSTRUMENTO LEGAL DE CONTRATAÇÃO";"NÚMERO DA LICITAÇÃO";
"09/02/2024";"24/08/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00021/2023";
"09/02/2024";"16/11/2023";"Ministério da Defesa";"Comando da Aeronáutica";"BASE AEREA DE DE ANAPOLIS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00063/2023";
"09/02/2024";"22/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DE BRASILIA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00104/2023";
"09/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFG";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90001/2024";
"09/02/2024";"30/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO ONOFRE LOPES";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90001/2024";
"09/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Encerrado";"Dispensa de Licitação";"Sem informação";"90039/2024";
"09/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"25 GRUPO DE ARTILHARIA DE CAMPANHA";"Encerrado";"Dispensa de Licitação";"Sem informação";"90023/2024";
"09/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DE CLINICAS DA UFTM";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90003/2024";
"09/02/2024";"Sem informação";"Ministério do Meio Ambiente";"Instituto Chico Mendes de Conservação da Biodiversidade";"INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE";"Publicado";"Dispensa de Licitação";"Contrato";"90001/2024";
"09/02/2024";"19/12/2023";"Ministério da Cidadania";"Ministério da Cidadania - Unidades com vínculo direto";"COORD. GERAL DE EXEC. ORCAMENT, FINANC E CONT";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00011/2023";
"09/02/2024";"02/01/2024";"Ministério da Educação";"Fundação Universidade Federal de São João Del-Rei";"FUNDACAO UNIVERSIDADE FEDERAL DE S.J.DEL-REI";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00060/2023";
"09/02/2024";"26/06/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DE DOENCAS TROPICAIS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00014/2023";
"09/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DE CLINICAS DA UFTM";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90007/2024";
"09/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Encerrado";"Dispensa de Licitação";"Sem informação";"90044/2024";
"09/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DE CLINICAS DA UFTM";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90004/2024";
"09/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DE CLINICAS DA UFTM";"Anulação";"Inexigibilidade de Licitação";"Sem informação";"90008/2024";
"09/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Encerrado";"Dispensa de Licitação";"Sem informação";"90037/2024";
"09/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"25 GRUPO DE ARTILHARIA DE CAMPANHA";"Encerrado";"Dispensa de Licitação";"Sem informação";"90025/2024";
"09/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"25 GRUPO DE ARTILHARIA DE CAMPANHA";"Encerrado";"Dispensa de Licitação";"Sem informação";"90022/2024";
"09/02/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FI";"Encerrado";"Dispensa de Licitação";"Sem informação";"01048/2023";
"09/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DE CLINICAS DA UFTM";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90006/2024";
"09/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Encerrado";"Dispensa de Licitação";"Sem informação";"90047/2024";
"09/02/2024";"26/01/2024";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Conselho Nacional de Desenvolvimento Científico e Tecnológico";"CONSELHO NAC DE DESENV CIENT E TECNOLOGICO";"Publicado";"Pregão";"Contrato";"00012/2023";
"09/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Encerrado";"Dispensa de Licitação";"Sem informação";"90043/2024";
"09/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DE CLINICAS DA UFTM";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90005/2024";
"09/02/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/CPACT";"Encerrado";"Dispensa de Licitação";"Sem informação";"90008/2024";
"09/02/2024";"06/02/2024";"Ministério da Saúde";"Fundação Oswaldo Cruz";"COORDENACAO GERAL DE INFRAESTRUTURA DOS CAMPI";"Publicado";"Pregão";"Contrato";"90002/2024";
"09/02/2024";"26/01/2024";"Ministério do Desenvolvimento Regional";"Superintendência de Desenvolvimento do Centro-Oeste";"SUPERINT. DO DESENVOLVIMENTO DO CENTRO-OESTE";"Publicado";"Pregão";"Contrato";"90002/2024";
"09/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA";"Publicado";"Inexigibilidade de Licitação";"Contrato";"90004/2024";
"09/02/2024";"29/01/2024";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"SUPERINTENDENCIA REGIONAL DA RFB NA 3A RF";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"90001/2024";
"09/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"5º BATALHAO DE ENGENHARIA DE COMBATE BLINDADO";"Encerrado";"Dispensa de Licitação";"Sem informação";"00024/2023";
"09/02/2024";"09/02/2024";"Ministério do Meio Ambiente";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"IBAMA - SUPERINTENDENCIA RIO GRANDE NORTE/RN";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90001/2024";
"09/02/2024";"17/01/2024";"Ministério da Educação";"Universidade Tecnológica Federal do Paraná";"UTFPR - CAMPUS PATO BRANCO";"Publicado";"Pregão - Registro de Preço";"Contrato";"00041/2023";
"09/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFMA";"Encerrado";"Dispensa de Licitação";"Sem informação";"90007/2024";
"09/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFSC";"Encerrado";"Dispensa de Licitação";"Sem informação";"90040/2024";
"09/02/2024";"24/11/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSP UNIVERSITARIO MARIA APARECIDA PEDROSSIAN";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00073/2023";
"09/02/2024";"10/11/2023";"Ministério da Defesa";"Comando da Aeronáutica";"CENTRO DE AQUISICOES ESPECIFICAS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00208/2023";
"09/02/2024";"23/01/2024";"Ministério do Trabalho";"Instituto Nacional do Seguro Social";"SUPERINTENDENCIA REGIONAL NORTE/CENTRO-OESTE";"Publicado";"Pregão";"Contrato";"00024/2023";
"09/02/2024";"17/01/2024";"Advocacia-Geral da União";"Advocacia-Geral da União - Unidades com vínculo direto";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"Publicado";"Pregão";"Contrato";"00026/2023";
"09/02/2024";"25/01/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - MG/ES";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00015/2023";
"09/02/2024";"20/12/2023";"Ministério do Desenvolvimento Regional";"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00087/2023";
"09/02/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/SGE-GCIN";"Publicado";"Inexigibilidade de Licitação";"Sem informação";"00024/2023";
"09/02/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/SGE-GCIN";"Publicado";"Dispensa de Licitação";"Sem informação";"00202/2023";
"09/02/2024";"02/02/2024";"Ministério da Justiça e Segurança Pública";"Fundo Penitenciário Nacional";"DEPEN - DIRETORIA EXECUTIVA";"Publicado";"Pregão";"Contrato";"90002/2024";
"09/02/2024";"17/01/2024";"Ministério da Educação";"Instituto Federal de São Paulo";"INSTITUTO FEDERAL DE SAO PAULO";"Publicado";"Pregão";"Contrato";"91520/2024";
"09/02/2024";"22/01/2024";"Ministério da Agricultura, Pecuária e Abastecimento";"Companhia Nacional de Abastecimento";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Publicado";"Pregão";"Sem informação";"90001/2024";
"09/02/2024";"05/02/2024";"Ministério da Economia";"Serviço Federal de Processamento de Dados";"SERPRO - SEDE - BRASILIA";"Publicado";"Pregão";"Sem informação";"90024/2024";
"09/02/2024";"03/01/2024";"Ministério da Defesa";"Comando do Exército";"25 BATALHAO LOGISTICO (ES)";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00005/2023";
"09/02/2024";"27/11/2023";"Ministério da Defesa";"Comando do Exército";"2 GRUPO DE ARTILHARIA ANTIAEREA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00005/2023";
"09/02/2024";"06/02/2024";"Ministério da Justiça e Segurança Pública";"Fundo Penitenciário Nacional";"DEPEN - DIRETORIA EXECUTIVA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90005/2024";
"09/02/2024";"30/01/2024";"Ministério da Defesa";"Comando do Exército";"BASE DE AVIACAO DE TAUBATE";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00049/2023";
"09/02/2024";"15/12/2023";"Ministério da Defesa";"Ministério da Defesa - Unidades com vínculo direto";"SECRETARIA EXECUTIVA/OPERACAO ACOLHIDA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00035/2023";
"09/02/2024";"11/12/2023";"Ministério da Infraestrutura";"Departamento Nacional de Infraestrutura de Transportes";"SUPERINTENDENCIA REG. NO ESTADO SE - DNIT";"Publicado";"Pregão";"Contrato";"00551/2023";
"09/02/2024";"05/02/2024";"Ministério da Educação";"Fundação Universidade Federal de São Carlos";"FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS";"Publicado";"Pregão";"Contrato";"90004/2024";
"09/02/2024";"18/01/2024";"Ministério da Educação";"Fundação Universidade do Amazonas";"FUNDACAO UNIVERSIDADE DO AMAZONAS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00037/2023";
"09/02/2024";"22/12/2023";"Ministério da Agricultura, Pecuária e Abastecimento";"Companhia Nacional de Abastecimento";"CONAB SEDE SUREG GOIAS";"Publicado";"Pregão";"Sem informação";"00006/2023";
"09/02/2024";"05/01/2024";"Ministério da Defesa";"Comando do Exército";"BASE ADMINISTRATIVA DO C COM G EX";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00011/2023";
"09/02/2024";"Sem informação";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - PORTO VELHO";"Evento de Resultado de Julgamento Publicado";"Concorrência";"Sem informação";"00002/2023";
"09/02/2024";"28/12/2023";"Advocacia-Geral da União";"Advocacia-Geral da União - Unidades com vínculo direto";"DIRETORIA DE LOGISTICA E GESTAO DOCUMENTAL";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00014/2023";
"09/02/2024";"21/08/2023";"Ministério da Defesa";"Comando da Aeronáutica";"CENTRO DE AQUISICOES ESPECIFICAS";"Evento de Suspensão Publicado";"Pregão - Registro de Preço";"Sem informação";"00085/2023";
"09/02/2024";"07/12/2023";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE CANOAS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00116/2023";
"09/02/2024";"29/01/2024";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FI";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Contrato";"90001/2024";
"09/02/2024";"02/01/2024";"Ministério da Educação";"Universidade Federal do Rio Grande do Norte";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00023/2023";
"09/02/2024";"12/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSP UNIVERSITARIO MARIA APARECIDA PEDROSSIAN";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00090/2023";
"09/02/2024";"Sem informação";"Advocacia-Geral da União";"Advocacia-Geral da União - Unidades com vínculo direto";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"Encerrado";"Dispensa de Licitação";"Contrato";"90001/2024";
"09/02/2024";"16/01/2024";"Ministério da Justiça e Segurança Pública";"Fundação Nacional do Índio";"COORDENACAO REG. KAYAPO SUL DO PARA/PA";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00003/2023";
"09/02/2024";"21/12/2023";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Federal";"SUPERINTENDENCIA REGIONAL NO ESTADO DE SP";"Publicado";"Pregão";"Sem informação";"00014/2023";
"09/02/2024";"Sem informação";"Ministério da Educação";"Universidade Federal de Santa Catarina";"UNIVERSIDADE FEDERAL DE SANTA CATARINA";"Anulação";"Inexigibilidade de Licitação";"Sem informação";"90009/2024";
"09/02/2024";"21/11/2023";"Ministério da Defesa";"Comando do Exército";"BASE DE AVIACAO DE TAUBATE";"Evento de Adiamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00052/2023";
"09/02/2024";"01/02/2024";"Ministério de Minas e Energia";"Indústrias Nucleares do Brasil";"INDUSTRIAS NUCLEARES DO BRASIL S/A - INB";"Publicado";"Pregão";"Sem informação";"91004/2024";
"09/02/2024";"29/01/2024";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF";"Publicado";"Pregão";"Contrato";"90001/2024";
"09/02/2024";"09/01/2024";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FI";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00166/2023";
"09/02/2024";"07/02/2024";"Ministério da Educação";"Universidade Federal Rural de Pernambuco";"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO";"Publicado";"Pregão";"Sem informação";"90001/2024";
"09/02/2024";"25/01/2024";"Ministério da Educação";"Fundação Universidade Federal do Piauí";"FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI";"Evento de Suspensão Publicado";"Pregão";"Contrato";"00026/2023";
"09/02/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/CPACT";"Encerrado";"Dispensa de Licitação";"Sem informação";"90009/2024";
"09/02/2024";"09/01/2024";"Ministério da Defesa";"Comando do Exército";"BASE ADMINISTRATIVA DO CMDO DE OP ESPECIAIS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00021/2023";
"09/02/2024";"31/01/2024";"Ministério da Educação";"Fundação Universidade Federal do Mato Grosso";"FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00066/2023";
"09/02/2024";"26/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFSC";"Publicado";"Pregão";"Contrato";"00244/2023";
"09/02/2024";"23/10/2023";"Ministério da Justiça e Segurança Pública";"Fundação Nacional do Índio";"COORDENACAO REG. KAYAPO SUL DO PARA/PA";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00002/2023";
"09/02/2024";"08/02/2024";"Ministério da Defesa";"Comando do Exército";"3 REGIMENTO DE CAVALARIA MECANIZADO";"Publicado";"Pregão";"Sem informação";"00005/2023";
"09/02/2024";"06/02/2024";"Ministério da Defesa";"Comando do Exército";"BASE ADM DA GUARNICAO DE SANTA MARIA";"Publicado";"Pregão";"Contrato";"90005/2024";
"13/02/2024";"15/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO LAURO WANDERLEY";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00074/2023";
"14/02/2024";"30/01/2024";"Ministério da Defesa";"Comando do Exército";"59  BATALHAO DE INFANTARIA MOTORIZADO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00014/2023";
"14/02/2024";"19/01/2024";"Ministério da Defesa";"Comando do Exército";"7 BATALHAO DE INFANTARIA BLINDADO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00017/2023";
"14/02/2024";"12/12/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - PORTO VELHO";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00030/2023";
"14/02/2024";"25/01/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - CEARA";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Contrato";"90001/2024";
"14/02/2024";"18/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"EBSERH HU-UFGD";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00052/2023";
"14/02/2024";"31/01/2024";"Ministério da Defesa";"Comando da Aeronáutica";"BASE AEREA DE DE ANAPOLIS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90009/2024";
"14/02/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFSC";"Encerrado";"Dispensa de Licitação";"Sem informação";"90045/2024";
"14/02/2024";"17/01/2024";"Ministério da Defesa";"Comando do Exército";"HOSPITAL MILITAR DE AREA DE PORTO ALEGRE";"Evento de Suspensão Publicado";"Pregão - Registro de Preço";"Sem informação";"00040/2023";
"14/02/2024";"11/12/2023";"Ministério da Defesa";"Comando do Exército";"PREFEITURA MILITAR DE BRASILIA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00010/2023";
"14/02/2024";"21/12/2023";"Ministério da Educação";"Fundação Universidade Federal do Mato Grosso do Sul";"FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00057/2023";
"14/02/2024";"27/11/2023";"Ministério da Defesa";"Comando do Exército";"55 BATALHAO DE INFANTARIA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00009/2023";
"14/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"25 GRUPO DE ARTILHARIA DE CAMPANHA";"Encerrado";"Dispensa de Licitação";"Sem informação";"90026/2024";
"14/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"25 GRUPO DE ARTILHARIA DE CAMPANHA";"Encerrado";"Dispensa de Licitação";"Sem informação";"90028/2024";
"14/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"25 GRUPO DE ARTILHARIA DE CAMPANHA";"Encerrado";"Dispensa de Licitação";"Sem informação";"90027/2024";
"14/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"31 GRUPO DE ARTILHARIA DE CAMPANHA (ES)";"Encerrado";"Dispensa de Licitação";"Contrato";"90001/2024";
"14/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"55 BATALHAO DE INFANTARIA";"Encerrado";"Dispensa de Licitação";"Contrato";"90001/2024";
"14/02/2024";"19/01/2024";"Ministério do Meio Ambiente";"Instituto Chico Mendes de Conservação da Biodiversidade";"INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE";"Publicado";"Pregão";"Sem informação";"90001/2024";
"14/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"23 ESQUADRAO DE CAVALARIA DE SELVA";"Anulação";"Dispensa de Licitação";"Sem informação";"90004/2024";
"14/02/2024";"07/02/2024";"Ministério do Meio Ambiente";"Instituto Chico Mendes de Conservação da Biodiversidade";"INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE";"Publicado";"Pregão";"Contrato";"90002/2024";
"14/02/2024";"Sem informação";"Ministério da Educação";"Instituto Federal do Mato Grosso do Sul";"INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL";"Encerrado";"Dispensa de Licitação";"Contrato";"90001/2024";
"14/02/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"12. BATALHAO DE SUPRIMENTO";"Encerrado";"Dispensa de Licitação";"Contrato";"90001/2024";
"14/02/2024";"12/01/2024";"Ministério da Defesa";"Comando da Aeronáutica";"CENTRO LOGISTICO DA AERONAUTICA";"Evento de Adiamento Publicado";"Pregão";"Sem informação";"90003/2024";
"14/02/2024";"05/02/2024";"Ministério da Educação";"Fundação Universidade Federal do Pampa";"FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00059/2023";
"14/02/2024";"14/08/2023";"Ministério da Defesa";"Comando do Exército";"COMISSAO REGIONAL DE OBRAS/12";"Publicado";"Pregão";"Contrato";"00023/2023";
"14/02/2024";"05/02/2024";"Ministério da Defesa";"Ministério da Defesa - Unidades com vínculo direto";"DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD";"Publicado";"Pregão - Registro de Preço";"Contrato";"00028/2023";
"14/02/2024";"13/12/2023";"Ministério da Agricultura, Pecuária e Abastecimento";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PR";"Publicado";"Pregão";"Contrato";"00005/2023";
"14/02/2024";"15/01/2024";"Ministério da Infraestrutura";"Departamento Nacional de Infraestrutura de Transportes";"SUPERINTEND. REG. NO ESTADO DE RO-DNIT";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00617/2023";
"14/02/2024";"29/01/2024";"Ministério da Infraestrutura";"Departamento Nacional de Infraestrutura de Transportes";"SUPERINTENDENCIA REG. NO ESTADO MG - DNIT";"Publicado";"Pregão";"Contrato";"90006/2024";
"14/02/2024";"04/01/2024";"Ministério de Minas e Energia";"Empresas de Energia";"ELETROBRAS TERMONUCLEAR S/A";"Publicado";"Pregão";"Sem informação";"00311/2023";
"14/02/2024";"31/10/2023";"Ministério da Defesa";"Comando da Aeronáutica";"BASE AEREA DE BOA VISTA";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00007/2023";
"14/02/2024";"16/01/2024";"Ministério da Defesa";"Ministério da Defesa - Unidades com vínculo direto";"DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD";"Publicado";"Pregão";"Contrato";"00026/2023";
"14/02/2024";"29/09/2023";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE BELEM";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00063/2023";
"14/02/2024";"04/01/2024";"Ministério da Defesa";"Comando da Aeronáutica";"CENTRO LOGISTICO DA AERONAUTICA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90004/2024";
"14/02/2024";"19/09/2023";"Ministério da Defesa";"Comando da Aeronáutica";"SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00076/2023";
"14/02/2024";"Sem informação";"Ministério da Economia";"Instituto de Pesquisa Econômica Aplicada";"INSTITUTO DE PESQUISA ECONOMICA APLICADA";"Encerrado";"Dispensa de Licitação";"Contrato";"90027/2024";
"14/02/2024";"12/12/2023";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE SAO PAULO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00132/2023";
"14/02/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Companhia Nacional de Abastecimento";"CONAB SEDE SUREG PARAIBA";"Publicado";"Dispensa de Licitação";"Sem informação";"90002/2024";
"14/02/2024";"18/01/2024";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE CANOAS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00129/2023";
"14/02/2024";"24/01/2024";"Ministério da Agricultura, Pecuária e Abastecimento";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/SP";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00014/2023";
"14/02/2024";"26/01/2024";"Ministério da Defesa";"Comando do Exército";"ACADEMIA MILITAR DAS AGULHAS NEGRAS";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00024/2023";
"14/02/2024";"24/01/2024";"Ministério da Educação";"Universidade Federal Rural do Semi-Árido";"UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - RN";"Evento de Suspensão Publicado";"Pregão - Registro de Preço";"Sem informação";"90001/2024";
"14/02/2024";"25/08/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSP UNIVERSITARIO CASSIANO ANTONIO DE MORAES";"Publicado";"Pregão";"Contrato";"00114/2023";
"15/02/2024";"13/04/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFMA";"Evento de Alteração Publicado";"Pregão - Registro de Preço";"Contrato";"00038/2023";
"15/02/2024";"15/09/2023";"Ministério da Defesa";"Comando do Exército";"18 BATALHAO DE INFANTARIA MOTORIZADO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00005/2023";
