"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CLEITINHO";"0006";"MINAS GERAIS (UF)";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"CODIGO INEXISTENTE NO SIAFI";"202442670006";"700.000,00";"400.000,00";"400.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ROGERIO CORREIA";"0016";"MINAS GERAIS (UF)";"Organização agrária";"Promoção da produção agropecuária";"1191 - AGRICULTURA FAMILIAR E AGROECOLOGIA";"210V - ESTRUTURACAO PRODUTIVA, PROMOCAO E FORTALECIMENTO DA AGRICULTURA FAMILIAR E DA AGROECOLOGIA";"ESTRUTURACAO PRODUTIVA, PROMOCAO E FORTALECIMENTO DA AGRICULTURA FAMILIAR E DA AGROECOLOGIA - DESPESAS DIVERSAS";"202440640016";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MARCIO ALVINO";"0017";"SALESÓPOLIS - SP";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"202437170017";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ALAN RICK";"0014";"ACRE (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"CODIGO INEXISTENTE NO SIAFI";"202443940014";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BIA KICIS";"0011";"Nacional";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"CODIGO INEXISTENTE NO SIAFI";"202439190011";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GILVAN MAXIMO";"0012";"DISTRITO FEDERAL (UF)";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"CODIGO INEXISTENTE NO SIAFI";"202443850012";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"AFONSO FLORENCE";"0019";"MUQUÉM DE SÃO FRANCISCO - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202428710019";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CLAUDIO CAJADO";"0006";"BAHIA (UF)";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"CODIGO INEXISTENTE NO SIAFI";"202431660006";"700.000,00";"700.000,00";"700.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CELIA XAKRIABA";"0004";"MINAS GERAIS (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5802 - POLITICAS PARA QUILOMBOLAS, COMUNIDADES TRADICIONAIS DEMATRIZ AFRICANA, POVOS DE TERREIROS E POVOS CIGANOS";"21FE - APOIO A IMPLEMENTACAO DE POLITICAS PARA QUILOMBOLAS, COMUNIDADES TRADICIONAIS DE MATRIZ AFRICANA, POVOS DE TERREIRO E CIGANOS";"APOIO A IMPLEMENTACAO DE POLITICAS PARA QUILOMBOLAS, COMUNIDADES TRADICIONAIS DE MATRIZ AFRICANA, POVOS DE TERREIRO E CIGANOS - DESPESAS DIVERSAS";"202443220004";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"TALIRIA PETRONE";"0002";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202440700002";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"PAULO AZI";"0003";"BAHIA (UF)";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"CODIGO INEXISTENTE NO SIAFI";"202437380003";"700.000,00";"700.000,00";"700.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JORGE KAJURU";"0005";"Nacional";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"CODIGO INEXISTENTE NO SIAFI";"202492060005";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"AFONSO FLORENCE";"0015";"SERRA DOURADA - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202428710015";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ALIEL MACHADO";"0001";"PARANÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"CODIGO INEXISTENTE NO SIAFI";"202430410001";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ARNALDO JARDIM";"0005";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"CODIGO INEXISTENTE NO SIAFI";"202423560005";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"NILTO TATTO";"0004";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"202437350004";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DENISE PESSOA";"0004";"RIO GRANDE DO SUL (UF)";"Habitação";"Habitação urbana";"5602 - PERIFERIA VIVA";"00TJ - APOIO A MELHORIA HABITACIONAL E URBANA";"CODIGO INEXISTENTE NO SIAFI";"202443530004";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"NIKOLAS FERREIRA";"0009";"Nacional";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"CODIGO INEXISTENTE NO SIAFI";"202444390009";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DELEGADO DA CUNHA";"0005";"SÃO PAULO (UF)";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"00SL - APOIO A IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE AMADOR, EDUCACIONAL, RECREATIVO E DE LAZER";"CODIGO INEXISTENTE NO SIAFI";"202443460005";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DANDARA";"0023";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5804 - PROMOCAO DA IGUALDADE ETNICO-RACIAL, COMBATE E SUPERACAO DO RACISMO";"21FC - MONITORAMENTO, APERFEICOAMENTO, ARTICULACAO E ESTRUTURACAO DE POLITICAS DE PROMOCAO DA IGUALDADE RACIAL NO AMBITO DO SINAPIR";"CODIGO INEXISTENTE NO SIAFI";"202443340023";"700.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CELIA XAKRIABA";"0023";"Nacional";"Saúde";"Formação de recursos humanos";"5121 - GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"20YD - EDUCACAO E TRABALHO NA SAUDE";"CODIGO INEXISTENTE NO SIAFI";"202443220023";"700.000,00";"244.999,94";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda de Bancada";"BANCADA DA BAHIA";"0015";"BAHIA (UF)";"Assistência social";"Alimentação e nutrição";"5133 - SEGURANCA ALIMENTAR E NUTRICIONAL E COMBATE A FOME";"2798 - AQUISICAO E DISTRIBUICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR PARA PROMOCAO DA SEGURANCA ALIMENTAR E NUTRICIONAL";"CODIGO INEXISTENTE NO SIAFI";"202471060015";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"KIKO CELEGUIM";"0015";"SÃO PAULO (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZG - FORMULACAO E GESTAO DA POLITICA CULTURAL";"FORMULACAO E GESTAO DA POLITICA CULTURAL - DESPESAS DIVERSAS";"202444050015";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ANTONIO BRITO";"0010";"BAHIA (UF)";"Agricultura";"Promoção da produção agropecuária";"5801 - PESCA E AQUICULTURA SUSTENTAVEIS";"20Y0 - DESENVOLVIMENTO DA AQUICULTURA";"CODIGO INEXISTENTE NO SIAFI";"202427370010";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CARLA ZAMBELLI";"0006";"SÃO PAULO (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"CODIGO INEXISTENTE NO SIAFI";"202439280006";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LAURA CARNEIRO";"0019";"RIO DE JANEIRO (UF)";"Trabalho";"Empregabilidade";"2310 - PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA";"20Z1 - QUALIFICACAO SOCIAL E PROFISSIONAL DE TRABALHADORES";"QUALIFICACAO SOCIAL E PROFISSIONAL DE TRABALHADORES - DESPESAS DIVERSAS";"202432680019";"700.000,00";"700.000,00";"700.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LAURA CARNEIRO";"0012";"RIO DE JANEIRO (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"CODIGO INEXISTENTE NO SIAFI";"202432680012";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GREYCE ELIAS";"0004";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"CODIGO INEXISTENTE NO SIAFI";"202441000004";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"SAMIA BOMFIM";"0002";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"202441300002";"700.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LAURA CARNEIRO";"0014";"RIO DE JANEIRO (UF)";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"CODIGO INEXISTENTE NO SIAFI";"202432680014";"700.000,00";"700.000,00";"700.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"TARCISIO MOTTA";"0019";"RIO DE JANEIRO - RJ";"Urbanismo";"Outras transferências";"5602 - PERIFERIA VIVA";"00VD - APOIO AO DESENVOLVIMENTO E IMPLEMENTACAO DE ACOES ESTRATEGICAS DO PROGRAMA PERIFERIA VIVA";"CODIGO INEXISTENTE NO SIAFI";"202444830019";"701.300,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"SILAS CAMARA";"0005";"AMAZONAS (UF)";"Assistência social";"Alimentação e nutrição";"5133 - SEGURANCA ALIMENTAR E NUTRICIONAL E COMBATE A FOME";"2798 - AQUISICAO E DISTRIBUICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR PARA PROMOCAO DA SEGURANCA ALIMENTAR E NUTRICIONAL";"CODIGO INEXISTENTE NO SIAFI";"202434960005";"710.477,93";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"TARCISIO MOTTA";"0014";"RIO DE JANEIRO - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"CODIGO INEXISTENTE NO SIAFI";"202444830014";"714.881,00";"714.881,00";"714.881,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MAX LEMOS";"0020";"QUEIMADOS - RJ";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"CODIGO INEXISTENTE NO SIAFI";"202444300020";"715.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CID GOMES";"0007";"JIJOCA DE JERICOACOARA - CE";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"202440810007";"720.000,00";"720.000,00";"720.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LUIZ GASTAO";"0010";"CEARÁ (UF)";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"CODIGO INEXISTENTE NO SIAFI";"202444130010";"720.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BETO PEREIRA";"0002";"MATO GROSSO DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"CODIGO INEXISTENTE NO SIAFI";"202439180002";"723.536,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DAIANA SANTOS";"0003";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"CODIGO INEXISTENTE NO SIAFI";"202443320003";"723.812,00";"723.812,00";"723.812,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"TADEU VENERI";"0022";"PARANÁ (UF)";"Organização agrária";"Promoção da produção agropecuária";"5636 - ABASTECIMENTO E SOBERANIA ALIMENTAR";"21B9 - PROMOCAO E FORTALECIMENTO DA COMERCIALIZACAO, DO ABASTECIMENTO, E DO ACESSO AOS MERCADOS PARA A AGRICULTURA FAMILIAR E POVOS E COMUNIDADES TRADICIONAIS";"PROMOCAO E FORTALECIMENTO DA COMERCIALIZACAO, DO ABASTECIMENTO, E DO ACESSO AOS MERCADOS PARA A AGRICULTURA FAMILIAR E POVOS E COMUNIDADES TRADICIONAIS - DESPESAS DIVERSAS";"202444820022";"725.250,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JOAO LEAO";"0004";"BAHIA (UF)";"Urbanismo";"Assistência comunitária";"2317 - DESENVOLVIMENTO REGIONAL E ORDENAMENTO TERRITORIAL";"00SX - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"202432390004";"726.942,41";"176.625,37";"151.875,33";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CARLOS SAMPAIO";"0003";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"CODIGO INEXISTENTE NO SIAFI";"202415270003";"728.736,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"PLINIO VALERIO";"0003";"AMAZONAS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"CODIGO INEXISTENTE NO SIAFI";"202441370003";"730.442,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ZE SILVA";"0015";"MINAS GERAIS (UF)";"Agricultura";"Promoção da produção agropecuária";"1144 - AGROPECUARIA SUSTENTAVEL";"20ZV - FOMENTO AO SETOR AGROPECUARIO";"FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS";"202427690015";"740.000,00";"33.135,12";"31.196,72";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"CHRIS TONIETTO";"0014";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202439420014";"740.000,00";"422.240,21";"422.240,21";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GUSTAVO GAYER";"0005";"GOIÁS (UF)";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"CODIGO INEXISTENTE NO SIAFI";"202443880005";"742.000,00";"350.000,00";"350.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"TABATA AMARAL";"0014";"SÃO PAULO (UF)";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"CODIGO INEXISTENTE NO SIAFI";"202441320014";"745.796,00";"745.796,00";"745.796,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GILSON MARQUES";"0009";"SANTA CATARINA (UF)";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO";"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS";"202490550009";"748.553,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CORONEL TELHADA";"0007";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"CODIGO INEXISTENTE NO SIAFI";"202443290007";"749.128,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JULIA ZANATTA";"0003";"SANTA CATARINA (UF)";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE";"CODIGO INEXISTENTE NO SIAFI";"202444010003";"749.606,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DR. VICTOR LINHALIS";"0004";"ESPÍRITO SANTO (UF)";"Defesa nacional";"Defesa naval";"6112 - DEFESA NACIONAL";"219D - ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES";"CODIGO INEXISTENTE NO SIAFI";"202443620004";"749.999,95";"212.705,91";"26.731,09";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CAROL DARTORA";"0005";"PARANÁ (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5837 - PROMOCAO DA CIDADANIA, DEFESA DE DIREITOS HUMANOS E REPARACAO DE VIOLACOES";"21G5 - PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS E REPARACAO DE VIOLACOES";"PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS E REPARACAO DE VIOLACOES - DESPESAS DIVERSAS";"202443200005";"750.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BETO FARO";"0016";"PARÁ (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"CODIGO INEXISTENTE NO SIAFI";"202442660016";"750.000,00";"222.377,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"CLEBER VERDE";"0008";"PRESIDENTE MÉDICI - MA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202423880008";"750.000,00";"576.148,33";"576.148,33";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"FERNANDA MELCHIONNA";"0025";"Nacional";"Segurança pública";"Defesa civil";"2318 - GESTAO DE RISCOS E DE DESASTRES";"22BO - ACOES DE PROTECAO E DEFESA CIVIL";"ACOES DE PROTECAO E DEFESA CIVIL - DESPESAS DIVERSAS";"202439840025";"750.000,00";"450.000,00";"450.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"PROFESSORA LUCIENE CAVALCANTE";"0004";"SÃO PAULO (UF)";"Trabalho";"Fomento ao trabalho";"4006 - ECONOMIA POPULAR E SOLIDARIA SUSTENTAVEIS";"215F - FOMENTO E FORTALECIMENTO DA ECONOMIA SOLIDARIA, ASSOCIATIVISMO E COOPERATIVISMO";"CODIGO INEXISTENTE NO SIAFI";"202444510004";"750.000,00";"750.000,00";"750.000,00";"0,00";"0,00";"0,00";
