"DATA ASSINATURA CONTRATO";"DATA PUBLICAÇÃO DOU";"DATA INÍCIO VIGÊNCIA";"DATA FIM VIGÊNCIA";"ORGÃO SUPERIOR CONTRATANTE";"ÓRGÃO / ENTIDADE VINCULADA CONTRATANTE";"UNIDADE GESTORA CONTRATANTE";"FORMA DE CONTRATAÇÃO";"GRUPO DE OBJETO DE CONTRATAÇÃO";"NÚMERO DO CONTRATO";"NOME DO FORNECEDOR";"CPF / CNPJ DO FORNECEDOR";"SITUAÇÃO";"VALOR CONTRATADO";
"29/01/2024";"05/02/2024";"01/02/2024";"01/02/2025";"Ministério da Educação";"Universidade Federal do Rio Grande do Sul";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"Sem Informação";"Serviços";"00005/2024";"EBSCO INTERNATIONAL";"EX0201222";"Não se aplica";"120.057,30";
"17/04/2024";"19/04/2024";"17/04/2024";"17/04/2025";"Ministério da Justiça e Segurança Pública";"Fundo Penitenciário Nacional";"PENITENCIARIA FEDERAL EM PORTO VELHO - RO";"Pregão";"Outros";"00009/2024";"L & F SERVICOS E MANUTENCAO LTDA";"49.927.970/0001-26";"Não se aplica";"120.061,20";
"31/01/2024";"05/02/2024";"01/02/2024";"31/01/2025";"Ministério da Agricultura, Pecuária e Abastecimento";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RJ";"Pregão";"Materiais";"00001/2024";"TICKET SOLUCOES HDFGT S/A";"03.506.307/0001-57";"Não se aplica";"120.145,97";
"07/03/2024";"11/03/2024";"07/03/2024";"07/03/2025";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE MUNICAO DA MARINHA";"Pregão";"Outros";"00001/2024";"MECATRON TECNOLOGIA E SERVICOS LTDA";"22.899.299/0001-09";"Não se aplica";"120.388,64";
"25/01/2024";"29/01/2024";"25/01/2024";"31/12/2024";"Ministério de Minas e Energia";"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"ESCRITORIO CENTRAL DA ANP";"Sem Informação";"Serviços";"05034/2023";"FACULDADES CATOLICAS";"33.555.921/0001-70";"Não se aplica";"120.500,00";
"21/03/2024";"22/03/2024";"22/03/2024";"22/09/2024";"Ministério da Educação";"Universidade Federal de Itajubá";"UNIVERSIDADE FEDERAL DE ITAJUBA";"Pregão";"Outros";"00007/2024";"AIRPHOENIX SERVICOS INTERNACIONAIS LTDA";"04.254.554/0001-76";"Não se aplica";"121.000,00";
"15/03/2024";"22/03/2024";"15/03/2024";"14/03/2025";"Ministério da Defesa";"Comando da Marinha";"HOSPITAL NAVAL DE RECIFE";"Sem Informação";"Outros";"01403/2021";"MAXCLINICAS CLINICAS E DIAGNOSTICOS LTDA";"08.239.833/0001-11";"Não se aplica";"121.000,00";
"09/01/2024";"11/01/2024";"15/01/2024";"15/01/2025";"Ministério da Educação";"Instituto Federal do Mato Grosso";"INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO";"Pregão - Registro de Preço";"Serviços";"00002/2024";"NANO BITS SERVICOS ESPECIALIZADOS LTDA";"27.819.676/0001-68";"Não se aplica";"121.306,90";
"16/01/2024";"25/01/2024";"16/01/2024";"10/04/2024";"Ministério da Educação";"Instituto Federal Baiano";"INST. FED. BAIANO - CAMPUS GUANAMBI";"Pregão - Registro de Preço";"Bens patrimoniais";"00001/2024";"ELECTRA PRE-MOLDADOS LTDA";"02.094.657/0001-90";"Não se aplica";"121.416,37";
"27/03/2024";"03/04/2024";"27/03/2024";"27/03/2025";"Ministério da Educação";"Fundação Universidade Federal da Grande Dourados";"FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS";"Pregão - Registro de Preço";"Outros";"00007/2024";"VETT - VIA EXPRESS TECNOLOGIA E TELECOMUNICACOES LTDA";"11.743.904/0001-23";"Não se aplica";"121.520,20";
"01/03/2024";"05/03/2024";"04/03/2024";"04/09/2024";"Ministério da Educação";"Ministério da Educação - Unidades com vínculo direto";"INSTITUTO BENJAMIN CONSTANT-RJ";"Sem Informação";"Serviços";"00002/2024";"MGS CLEAN SOLUCOES E SERVICOS LTDA";"19.088.605/0001-04";"Não se aplica";"121.657,50";
"19/01/2024";"22/01/2024";"19/01/2024";"19/01/2025";"Ministério da Defesa";"Comando do Exército";"ARSENAL DE GUERRA DO RIO";"Pregão - Registro de Preço";"Outros";"00014/2024";"CHADA COMERCIO E SERVICOS LTDA";"02.478.800/0001-48";"Não se aplica";"121.680,00";
"20/03/2024";"27/03/2024";"20/03/2024";"20/03/2025";"Ministério da Defesa";"Comando da Aeronáutica";"ESCOLA DE ESPECIALISTAS DE AERONAUTICA";"Pregão";"Outros";"00102/2024";"BANCO DO BRASIL SA";"00.000.000/0001-91";"Não se aplica";"121.815,12";
"16/04/2024";"18/04/2024";"01/05/2024";"30/04/2025";"Ministério da Educação";"Instituto Federal do Rio Grande do Norte";"INSTITUTO FEDERAL DO RN - CAMPUS NOVA CRUZ";"Sem Informação";"Outros";"00083/2024";"ASG ADMINISTRACAO DE SERVICOS GERAIS LTDA";"03.867.672/0001-97";"Não se aplica";"121.878,60";
"21/02/2024";"12/03/2024";"21/02/2024";"21/02/2025";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DO DISTRITO FED";"Pregão";"Outros";"00139/2023";"SEC POWER COMERCIAL, IMPORTADORA E EXPORTADORA LTDA";"01.938.502/0007-16";"Não se aplica";"122.000,00";
"12/03/2024";"13/03/2024";"12/03/2024";"10/07/2024";"Ministério da Defesa";"Comando da Marinha";"BASE FLUVIAL DE LADARIO";"Pregão - Registro de Preço";"Outros";"00004/2024";"RETICAMPO RETIFICA DE MOTORES LTDA";"13.751.132/0001-05";"Não se aplica";"122.020,00";
"09/01/2024";"11/01/2024";"09/01/2024";"28/09/2024";"Ministério da Defesa";"Comando do Exército";"13º REGIMENTO DE CAVALARIA MECANIZADO";"Dispensa de Licitação";"Outros";"00005/2024";"ASSOCIACAO DO CENTRO COMUNITARIO TAQUARI CORREGO";"45.672.169/0001-26";"Não se aplica";"122.104,75";
"25/03/2024";"26/03/2024";"25/03/2024";"18/06/2024";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"Sem Informação";"Outros";"00058/2024";"CORNING BRASIL INDUSTRIA E COMERCIO LTDA";"64.094.154/0005-04";"Não se aplica";"122.146,20";
"08/04/2024";"10/04/2024";"08/04/2024";"08/04/2025";"Ministério da Educação";"Fundação Universidade do Amazonas";"FUNDACAO UNIVERSIDADE DO AMAZONAS";"Pregão";"Outros";"00010/2024";"VALDINO JUNIOR DAS CHAGAS VIEIRA COMERCIAL";"10.802.564/0001-00";"Não se aplica";"122.264,11";
"23/02/2024";"27/02/2024";"26/02/2024";"26/07/2024";"Ministério do Trabalho";"Instituto Nacional do Seguro Social";"SUPERINTENDENCIA REGIONAL NORDESTE";"Pregão";"Outros";"00009/2024";"XP COMPANY IMPORTACAO E EXPORTACAO LTDA";"35.571.803/0001-80";"Não se aplica";"122.460,00";
"11/01/2024";"15/01/2024";"11/01/2024";"11/01/2025";"Ministério da Educação";"Universidade Federal do Rio Grande";"UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG";"Inexigibilidade de Licitação";"Serviços";"00054/2023";"EMPRESA BRASIL DE COMUNICACAO S.A. - EBC";"09.168.704/0001-42";"Não se aplica";"122.500,00";
"01/02/2024";"06/02/2024";"01/02/2024";"01/02/2025";"Ministério do Turismo";"Instituto do Patrimônio Histórico e Artístico Nacional";"SUPERINTENDENCIA DO IPHAN M. GERAIS, IPHAN-MG";"Pregão";"Serviços";"00001/2024";"ABSOLUT PRODUCOES, EVENTOS, ENTRETENIMENTO E PARTICIPACOES LTDA";"30.174.422/0001-44";"Não se aplica";"122.800,00";
"20/02/2024";"22/02/2024";"20/02/2024";"20/02/2025";"Ministério da Defesa";"Comando da Marinha";"COMANDO DO 1.DISTRITO NAVAL";"Pregão - Registro de Preço";"Outros";"00002/2024";"BISCHOFF & CIA LTDA";"08.022.270/0001-05";"Não se aplica";"123.000,00";
"01/04/2024";"05/04/2024";"02/05/2024";"01/05/2025";"Ministério da Agricultura, Pecuária e Abastecimento";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/PA";"Pregão";"Outros";"00005/2024";"SARAM SERVICOS ESPECIALIZADOS LTDA";"11.056.054/0001-95";"Não se aplica";"123.369,37";
"21/03/2024";"17/04/2024";"21/03/2024";"20/03/2025";"Ministério da Defesa";"Comando do Exército";"55 BATALHAO DE INFANTARIA";"Pregão - Registro de Preço";"Outros";"00021/2024";"A. CENTRAL TRANSPORTES LTDA";"03.849.500/0001-90";"Não se aplica";"123.370,00";
"22/01/2024";"25/01/2024";"25/01/2024";"25/01/2025";"Ministério da Educação";"Fundação Universidade Federal de Rondônia";"FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA";"Pregão";"Bens patrimoniais";"00003/2024";"37.278.582 LEONARDO GOMES DE AGUIAR";"37.278.582/0001-82";"Não se aplica";"123.373,65";
"06/02/2024";"08/02/2024";"08/02/2024";"18/12/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DO PIAUI";"Pregão - Registro de Preço";"Materiais";"00005/2024";"MEDICAL LIFE COMERCIO DE PRODUTOS HOSPITALARES LTDA";"14.361.780/0001-00";"Não se aplica";"123.454,65";
"20/03/2024";"03/04/2024";"20/03/2024";"20/03/2025";"Ministério da Educação";"Instituto Federal do Ceará";"CAMPUS QUIXADA/IFCE";"Pregão - Registro de Preço";"Outros";"00001/2024";"PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA";"05.340.639/0001-30";"Não se aplica";"123.465,46";
"14/03/2024";"18/03/2024";"01/04/2024";"01/04/2025";"Ministério da Educação";"Instituto Federal do Paraná";"INST. FED. DO PARANA/CAMPUS PITANGA";"Pregão - Registro de Preço";"Serviços";"00003/2024";"ABSERVIS SERVICOS E MANUTENCAO LTDA";"10.483.643/0001-97";"Não se aplica";"123.600,00";
"06/03/2024";"10/04/2024";"06/03/2024";"06/03/2025";"Ministério da Educação";"Instituto Federal do Ceará";"CAMPUS FORTALEZA/IFCE";"Pregão";"Outros";"97402/2024";"CONNECT SERVICOS LTDA";"11.553.714/0001-43";"Não se aplica";"123.699,96";
"05/03/2024";"07/03/2024";"05/03/2024";"05/03/2029";"Ministério do Trabalho";"Ministério do Trabalho - Unidades com vínculo direto";"COORD-GERAL DE RECURSOS LOGISTICOS - CGRL";"Pregão";"Serviços";"00002/2024";"LAVAD'OURO SERVICO DE LAVANDERIA LTDA";"37.603.724/0001-30";"Não se aplica";"123.942,00";
"08/04/2024";"10/04/2024";"08/04/2024";"08/04/2025";"Ministério do Desenvolvimento Regional";"Departamento Nacional de Obras Contra as Secas";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"Pregão - Registro de Preço";"Outros";"00011/2024";"ANA CRISTINA MANJABOSCO";"10.688.308/0001-25";"Não se aplica";"123.980,00";
"15/01/2024";"17/01/2024";"15/01/2024";"15/01/2029";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Rodoviária Federal";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-MT";"Pregão";"Outros";"00005/2024";"ARTECH SERVICOS DE INSTALACAO E REFRIGERACAO LTDA";"15.836.461/0001-76";"Não se aplica";"124.086,60";
"22/03/2024";"11/04/2024";"25/03/2024";"24/03/2025";"Ministério da Educação";"Universidade Federal do Recôncavo da Bahia";"UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA";"Pregão - Registro de Preço";"Outros";"00006/2024";"IZABEL SOUKI ENGENHARIA E PROJETOS LTDA";"11.085.188/0001-34";"Não se aplica";"124.100,00";
"09/01/2024";"17/01/2024";"18/01/2024";"18/01/2025";"Ministério da Educação";"Fundação Universidade Federal do ABC";"FUNDACAO UNIVERSIDADE FEDERAL DO ABC";"Pregão";"Serviços";"00001/2024";"AXA SEGUROS S.A.";"19.323.190/0001-06";"Não se aplica";"124.190,00";
"03/01/2024";"05/01/2024";"03/01/2024";"03/01/2025";"Ministério da Educação";"Universidade Federal do Oeste da Bahia";"UNIVERSIDADE FEDERAL DO OESTE DA BAHIA";"Pregão - Registro de Preço";"Outros";"00025/2023";"LOCALIZA RENT A CAR SA";"16.670.085/0001-55";"Não se aplica";"124.438,92";
"02/02/2024";"15/02/2024";"02/02/2024";"02/09/2025";"Ministério da Defesa";"Comando do Exército";"4. DEPOSITO DE SUPRIMENTO";"Pregão - Registro de Preço";"Materiais";"00001/2024";"J.R. MEIAS LTDA";"06.988.429/0001-15";"Não se aplica";"124.872,00";
"16/01/2024";"18/01/2024";"16/01/2024";"15/11/2024";"Ministério da Educação";"Instituto Federal de São Paulo";"INSTITUTO FEDERAL DE SAO PAULO";"Sem Informação";"Outros";"08154/2024";"FUNDACAO ARTHUR BERNARDES";"20.320.503/0001-51";"Não se aplica";"125.000,00";
"08/02/2024";"16/02/2024";"08/02/2024";"18/04/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"HOSPITAL FEDERAL CARDOSO FONTES";"Sem Informação";"Serviços";"00004/2024";"INSTITUTO SUPERIOR DE CIENCIAS DA SAUDE CARLOS CHAGAS";"42.590.091/0001-02";"Não se aplica";"125.000,00";
"21/03/2024";"17/04/2024";"21/03/2024";"21/03/2025";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"LABORATORIO NACIONAL DE ASTROFISICA";"Pregão";"Outros";"00001/2024";"SERVE CENTRO ITAJUBA LTDA";"04.632.983/0001-30";"Não se aplica";"125.323,32";
"21/03/2024";"03/04/2024";"21/03/2024";"21/03/2025";"Ministério da Educação";"Universidade Federal de Roraima";"UNIVERSIDADE FEDERAL DE RORAIMA";"Pregão - Registro de Preço";"Outros";"00020/2024";"IDM SOLUCOES PUBLICAS LTDA";"16.684.742/0001-13";"Não se aplica";"125.380,00";
"04/01/2024";"22/02/2024";"10/01/2024";"09/01/2025";"Ministério da Educação";"Instituto Federal do Maranhão";"INST.FED.DO MARANHAO/CAMPUS CAXIAS";"Dispensa de Licitação";"Materiais";"00001/2024";"COOPERATIVA DOS PRODUTORES RURAIS DO LESTE MARANHENSE COOPERLESTE";"41.973.112/0001-06";"Não se aplica";"125.427,49";
"19/03/2024";"03/04/2024";"19/03/2024";"18/03/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - BAHIA";"Pregão";"Outros";"00010/2024";"TRO LOCACOES DE PIPA LTDA";"34.503.918/0001-75";"Não se aplica";"125.448,00";
"08/04/2024";"10/04/2024";"15/04/2024";"15/04/2025";"Ministério da Justiça e Segurança Pública";"Fundação Nacional do Índio";"MUSEU DO INDIO - RIO DE JANEIRO";"Pregão";"Outros";"00062/2024";"SR TERCEIRIZACOES LTDA";"10.732.146/0001-85";"Não se aplica";"125.553,04";
"17/01/2024";"23/02/2024";"17/01/2024";"17/01/2025";"Ministério da Defesa";"Comando do Exército";"3 CENTRO DE TELEMATICA DE AREA";"Pregão - Registro de Preço";"Outros";"00002/2024";"SUPER URGENTE TRANSPORTE AEREO E RODOVIARIO LTDA";"13.642.117/0001-10";"Não se aplica";"125.650,00";
"04/01/2024";"19/01/2024";"04/01/2024";"04/01/2025";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE OBTENCAO DA MARINHA NO R.J.";"Pregão - Registro de Preço";"Outros";"00238/2023";"FENIX DISTRIBUICAO E COMERCIO LTDA";"47.341.605/0001-00";"Não se aplica";"125.796,00";
"26/01/2024";"05/02/2024";"26/01/2024";"26/01/2025";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE OBTENCAO DA MARINHA NO R.J.";"Pregão - Registro de Preço";"Outros";"00262/2023";"FENIX DISTRIBUICAO E COMERCIO LTDA";"47.341.605/0001-00";"Não se aplica";"125.796,01";
"06/03/2024";"08/03/2024";"15/03/2024";"15/03/2029";"Ministério da Infraestrutura";"Departamento Nacional de Infraestrutura de Transportes";"SUPERINTENDENCIA REG. NO ESTADO SE - DNIT";"Sem Informação";"Serviços";"00143/2024";"EMPRESA BRASIL DE COMUNICACAO S.A. - EBC";"09.168.704/0001-42";"Não se aplica";"125.826,00";
"09/02/2024";"16/02/2024";"09/02/2024";"27/04/2025";"Ministério da Educação";"Universidade Federal de São Paulo";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"Sem Informação";"Serviços";"00018/2024";"FUNDACAO DE APOIO A UNIVERSIDADE FEDERAL DE SAO PAULO";"07.437.996/0001-46";"Não se aplica";"125.975,00";
"20/02/2024";"22/02/2024";"20/02/2024";"20/02/2029";"Ministério do Turismo";"Instituto Brasileiro de Museus";"IBRAM - SEDE";"Sem Informação";"Outros";"00004/2024";"15.393.322 EVSON DO NASCIMENTO CAVALCANTI";"15.393.322/0001-15";"Não se aplica";"126.000,00";
"15/01/2024";"17/01/2024";"15/01/2024";"15/01/2029";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Rodoviária Federal";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-MT";"Pregão";"Outros";"00008/2024";"ARTECH SERVICOS DE INSTALACAO E REFRIGERACAO LTDA";"15.836.461/0001-76";"Não se aplica";"126.085,90";
"13/03/2024";"18/03/2024";"18/03/2024";"15/06/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Pregão - Registro de Preço";"Materiais";"00101/2024";"MEDICAL HEALTH COMERCIO, SERVICOS E IMPORTACAO LTDA";"07.133.384/0001-60";"Não se aplica";"126.256,00";
"01/02/2024";"19/02/2024";"01/02/2024";"31/01/2025";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FMCE";"Pregão - Registro de Preço";"Outros";"00003/2024";"MMX RIO SOLUCOES AMBIENTAIS LTDA";"14.108.596/0001-52";"Não se aplica";"126.388,00";
"08/03/2024";"15/03/2024";"08/03/2024";"08/07/2024";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE BRASILIA";"Pregão - Registro de Preço";"Outros";"00001/2024";"SERAPIAO COMERCIO DE UTILIDADES LTDA";"48.049.309/0001-00";"Não se aplica";"126.456,23";
"26/03/2024";"05/04/2024";"26/03/2024";"26/03/2025";"Ministério da Defesa";"Comando do Exército";"ACADEMIA MILITAR DAS AGULHAS NEGRAS";"Pregão - Registro de Preço";"Outros";"00051/2024";"CG COMERCIO ATACADISTA DE ALIMENTOS EM GERAL LTDA";"36.245.543/0001-16";"Não se aplica";"126.500,00";
"09/02/2024";"16/02/2024";"09/02/2024";"09/08/2025";"Ministério da Educação";"Fundação Universidade de Brasília";"FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"Sem Informação";"Serviços";"01205/2024";"CENTRO BRASILEIRO DE PESQUISA EM  AVALIACAO E SELECAO E DE PROMOCAO DE EVENTOS -";"18.284.407/0001-53";"Não se aplica";"126.509,94";
"22/02/2024";"26/02/2024";"22/02/2024";"20/06/2024";"Ministério da Defesa";"Comando do Exército";"BATALHAO CENTRAL DE MANUTENCAO E SUPRIMENTO";"Concorrência";"Serviços";"00002/2024";"TI ENGENHARIA LTDA";"14.683.228/0001-38";"Não se aplica";"127.000,00";
"19/01/2024";"08/02/2024";"25/01/2024";"25/01/2025";"Ministério da Educação";"Instituto Federal do Rio Grande do Norte";"INSTITUTO FEDERAL DO RN - CAMPUS NOVA CRUZ";"Pregão - Registro de Preço";"Outros";"00021/2024";"CSA - CONSTRUCOES E SERVICOS AMBIENTAIS LTDA";"18.043.439/0001-67";"Não se aplica";"127.087,20";
"30/01/2024";"12/02/2024";"01/02/2024";"01/02/2025";"Ministério da Educação";"Instituto Federal do Maranhão";"INST.FED.DO MARANHAO/CAMPUS ALCANTARA";"Pregão - Registro de Preço";"Serviços";"00002/2024";"R M DA TRINDADE";"12.184.409/0001-94";"Não se aplica";"127.133,11";
"14/02/2024";"19/02/2024";"14/02/2024";"14/02/2029";"Ministério da Defesa";"Comando do Exército";"9º GRUPAMENTO LOGISTICO";"Sem Informação";"Outros";"00008/2024";"EMPRESA BRASIL DE COMUNICACAO S.A. - EBC";"09.168.704/0001-42";"Não se aplica";"127.359,00";
"19/03/2024";"20/03/2024";"19/03/2024";"14/11/2024";"Ministério da Defesa";"Comando do Exército";"COMISSAO REGIONAL DE OBRAS/12";"Pregão";"Outros";"00007/2024";"MLOBATO ENGENHARIA LTDA";"24.342.072/0001-85";"Não se aplica";"127.400,00";
"21/03/2024";"27/03/2024";"21/03/2024";"21/03/2026";"Ministério da Agricultura, Pecuária e Abastecimento";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/MS";"Pregão - Registro de Preço";"Outros";"00002/2024";"MARCIO ANTONIO LAMANA NUNES LTDA";"11.335.789/0001-58";"Não se aplica";"127.509,00";
"06/02/2024";"19/02/2024";"06/02/2024";"06/02/2029";"Ministério da Economia";"Instituto Nacional da Propriedade Industrial";"INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL";"Pregão";"Outros";"00001/2024";"LINKDATA LTDA";"09.274.298/0001-00";"Não se aplica";"127.592,39";
"10/04/2024";"15/04/2024";"10/04/2024";"10/04/2026";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Federal";"SUPERINTENDENCIA REG DE POLICIA FEDERAL EM MG";"Pregão - Registro de Preço";"Outros";"00006/2024";"EMPREENDIMENTO COMERCIAL SAARA LTDA";"00.944.944/0001-17";"Não se aplica";"127.908,00";
"24/01/2024";"25/01/2024";"24/01/2024";"24/07/2024";"Ministério da Educação";"Instituto Federal da Bahia";"INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA";"Tomada de Preços";"Obras";"00001/2024";"BP ENGENHARIA LTDA";"39.935.331/0001-59";"Não se aplica";"127.953,38";
"12/03/2024";"13/03/2024";"13/03/2024";"13/03/2025";"Ministério da Educação";"Instituto Federal do Pará";"INST.FED.DE EDUC.,CIENC.E TEC.DO PARA";"Dispensa de Licitação";"Serviços";"00004/2024";"FUNDACAO DE AMPARO E DESENVOLVIMENTO DA PESQUISA";"05.572.870/0001-59";"Não se aplica";"128.000,00";
"25/01/2024";"30/01/2024";"25/01/2024";"25/01/2025";"Ministério da Defesa";"Comando da Marinha";"CAPITANIA DOS PORTOS DE SERGIPE";"Inexigibilidade de Licitação";"Outros";"00010/2024";"UNIDADE CARDIOTORACICA DE SERGIPE LTDA";"15.610.595/0001-74";"Não se aplica";"128.000,04";
"08/02/2024";"15/02/2024";"08/02/2024";"Sem informação";"Ministério da Educação";"Instituto Federal do Piauí";"INST. FED. PIAUI/CAMPUS PAULISTANA";"Sem Informação";"Serviços";"00010/2024";"AGUAS E ESGOTOS DO PIAUI SA";"06.845.747/0001-27";"Não se aplica";"128.218,44";
"01/01/2024";"09/02/2024";"01/01/2024";"01/01/2025";"Ministério da Defesa";"Comando do Exército";"20 GRUPO DE ARTILHARIA DE CAMPANHA LEVE";"Sem Informação";"Serviços";"00004/2024";"ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S.A.";"61.695.227/0001-93";"Não se aplica";"128.613,84";
"22/03/2024";"26/03/2024";"06/04/2024";"06/06/2025";"Ministério da Educação";"Instituto Federal do Mato Grosso";"INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO";"Pregão";"Outros";"00018/2024";"SR TERCEIRIZACOES LTDA";"10.732.146/0001-85";"Não se aplica";"128.900,00";
"12/01/2024";"17/01/2024";"12/01/2024";"12/01/2025";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INST.NACIONAL DE INFECTOLOGIA EVANDRO CHAGAS";"Pregão";"Bens patrimoniais";"00027/2023";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"63.067.904/0006-69";"Não se aplica";"129.090,77";
"11/03/2024";"14/03/2024";"11/03/2024";"11/03/2025";"Ministério da Defesa";"Comando do Exército";"COMANDO 2 GRUPAMENTO ENGENHARIA";"Tomada de Preços";"Obras";"00007/2024";"L C VASCONCELOS SERVICOS NA CONSTRUCAO CIVIL LTDA";"41.417.512/0001-35";"Não se aplica";"129.173,86";
"03/01/2024";"05/01/2024";"05/01/2024";"03/06/2024";"Ministério da Educação";"Universidade Federal Fluminense";"PRO-REITORIA DE ADMINISTRACAO/UFF";"Pregão";"Bens patrimoniais";"00062/2023";"LIVRE INOVACOES LTDA";"23.082.909/0001-31";"Não se aplica";"129.400,00";
"19/03/2024";"20/03/2024";"19/03/2024";"19/03/2025";"Ministério da Educação";"Universidade Federal de Campina Grande";"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE";"Pregão - Registro de Preço";"Outros";"00030/2024";"DATEN TECNOLOGIA LTDA";"04.602.789/0001-01";"Não se aplica";"129.420,00";
"03/04/2024";"05/04/2024";"04/04/2024";"04/04/2027";"Ministério da Justiça e Segurança Pública";"Fundação Nacional do Índio";"FUNAI-COORDENACAO REGIONAL DO LITORAL SUL/SC";"Sem Informação";"Outros";"00061/2024";"REGINA APARECIDA QUARESMA DA CRUZ SILVA";"***.590.529-**";"Não se aplica";"129.600,00";
"05/02/2024";"06/02/2024";"05/02/2024";"31/07/2024";"Ministério da Educação";"Fundação Universidade Federal de São Carlos";"FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS";"Dispensa de Licitação";"Serviços";"00011/2024";"FUNDACAO DE APOIO INST AO DESENV CIENT E TECNOLOGICO";"66.991.647/0001-30";"Não se aplica";"129.643,18";
"04/04/2024";"08/04/2024";"01/05/2024";"01/05/2025";"Ministério da Educação";"Instituto Federal do Piauí";"INST. FED. PIAUI/CAMPUS VALENCA DO PIAUI";"Pregão - Registro de Preço";"Outros";"00003/2024";"FUTURA SERVICOS PROFISSIONAIS ADMINISTRATIVOS LTDA";"06.234.467/0001-82";"Não se aplica";"129.869,04";
"05/02/2024";"08/02/2024";"05/02/2024";"05/02/2026";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Federal";"SUPERINTENDENCIA REGIONAL NO ESTADO DO RJ";"Pregão";"Serviços";"00003/2024";"CLARO S.A.";"40.432.544/0001-47";"Não se aplica";"129.969,60";
"23/01/2024";"02/02/2024";"01/04/2024";"30/11/2025";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"SUPERINTENDENCIA REGIONAL DA RFB NA 1A RF";"Pregão";"Outros";"00002/2024";"AZIZ SISTEMAS DE SEGURANCA LTDA";"07.301.055/0001-80";"Não se aplica";"130.000,00";
"02/02/2024";"05/02/2024";"02/02/2024";"02/02/2025";"Ministério da Educação";"Instituto Federal do Sertão de Pernambuco";"INST.FED.DE ED.,CIENC.E TEC.DO S.PERNAMBUCANO";"Dispensa de Licitação";"Serviços";"00002/2024";"FUNDACAO DE EDUCACAO TECNOLOGICA E CULTURAL DA PARAIBA FUNETEC PB";"02.168.943/0001-53";"Não se aplica";"130.000,00";
"01/01/2024";"17/01/2024";"01/01/2024";"31/12/2024";"Ministério da Defesa";"Comando do Exército";"COMANDO 13  BDA DE INFANTARIA MOTORIZADA";"Sem Informação";"Outros";"00028/2024";"CPC CENTRO DE PATOLOGIA E CITOLOGIA LTDA";"00.870.774/0001-73";"Não se aplica";"130.000,00";
